building,space,capacity,space_type,day,time_slot,course_info,status
Building 26,G.11,50.0,Drawing Studio,Wednesday,11:30- 12:15,,available
Building 26,G.11,50.0,Drawing Studio,Wednesday,12:30- 1:15,,available
Building 26,G.11,50.0,Drawing Studio,Wednesday,1:15- 2:00,,available
Building 26,G.11,50.0,Drawing Studio,Wednesday,2:15 - 3:00,,available
Building 26,G.11,50.0,Drawing Studio,Wednesday,3:00- 3:45,,available
Building 26,G.11,50.0,Drawing Studio,Thursday,9 :00- 9:45,,available
Building 26,G.11,50.0,Drawing Studio,Thursday,9:45- 10:30,,available
Building 26,G.11,50.0,Drawing Studio,Thursday,10:45- 11:30,,available
Building 26,G.11,50.0,Drawing Studio,Thursday,11:30- 12:15,,available
Building 26,G.11,50.0,Drawing Studio,Thursday,12:30- 1:15,,available
Building 26,G.11,50.0,Drawing Studio,Thursday,1:15- 2:00,,available
Building 26,G.11,50.0,Drawing Studio,Thursday,2:15 - 3:00,,available
Building 26,G.11,50.0,Drawing Studio,Thursday,3:00- 3:45,,available
Building 26,G.12,25.0,Classroom,Sunday,9 :00- 9:45,,available
Building 26,G.12,25.0,Classroom,Sunday,9:45- 10:30,,available
Building 26,G.12,25.0,Classroom,Sunday,10:45- 11:30,,available
Building 26,G.12,25.0,Classroom,Sunday,11:30- 12:15,,available
Building 26,G.12,25.0,Classroom,Sunday,12:30- 1:15,,available
Building 26,G.12,25.0,Classroom,Sunday,1:15- 2:00,,available
Building 26,G.12,25.0,Classroom,Sunday,2:15 - 3:00,,available
Building 26,G.12,25.0,Classroom,Sunday,3:00- 3:45,,available
Building 26,G.12,25.0,Classroom,Monday,9 :00- 9:45,,available
Building 26,G.12,25.0,Classroom,Monday,9:45- 10:30,,available
Building 26,G.12,25.0,Classroom,Monday,10:45- 11:30,,available
Building 26,G.12,25.0,Classroom,Monday,11:30- 12:15,,available
Building 26,G.12,25.0,Classroom,Monday,12:30- 1:15,,available
Building 26,G.12,25.0,Classroom,Monday,1:15- 2:00,,available
Building 26,G.12,25.0,Classroom,Monday,2:15 - 3:00,,available
Building 26,G.12,25.0,Classroom,Monday,3:00- 3:45,,available
Building 26,G.12,25.0,Classroom,Tuesday,9 :00- 9:45,,available
Building 26,G.12,25.0,Classroom,Tuesday,9:45- 10:30,,available
Building 26,G.12,25.0,Classroom,Tuesday,10:45- 11:30,,available
Building 26,G.12,25.0,Classroom,Tuesday,11:30- 12:15,,available
Building 26,G.12,25.0,Classroom,Tuesday,12:30- 1:15,,available
Building 26,G.12,25.0,Classroom,Tuesday,1:15- 2:00,,available
Building 26,G.12,25.0,Classroom,Tuesday,2:15 - 3:00,,available
Building 26,G.12,25.0,Classroom,Tuesday,3:00- 3:45,,available
Building 26,G.12,25.0,Classroom,Wednesday,9 :00- 9:45,,available
Building 26,G.12,25.0,Classroom,Wednesday,9:45- 10:30,,available
Building 26,G.12,25.0,Classroom,Wednesday,10:45- 11:30,,available
Building 26,G.12,25.0,Classroom,Wednesday,11:30- 12:15,,available
Building 26,G.12,25.0,Classroom,Wednesday,12:30- 1:15,,available
Building 26,G.12,25.0,Classroom,Wednesday,1:15- 2:00,,available
Building 26,G.12,25.0,Classroom,Wednesday,2:15 - 3:00,,available
Building 26,G.12,25.0,Classroom,Wednesday,3:00- 3:45,,available
Building 26,G.12,25.0,Classroom,Thursday,9 :00- 9:45,,available
Building 26,G.12,25.0,Classroom,Thursday,9:45- 10:30,,available
Building 26,G.12,25.0,Classroom,Thursday,10:45- 11:30,,available
Building 26,G.12,25.0,Classroom,Thursday,11:30- 12:15,,available
Building 26,G.12,25.0,Classroom,Thursday,12:30- 1:15,,available
Building 26,G.12,25.0,Classroom,Thursday,1:15- 2:00,,available
Building 26,G.12,25.0,Classroom,Thursday,2:15 - 3:00,,available
Building 26,G.12,25.0,Classroom,Thursday,3:00- 3:45,,available
Building 26,G.13,25.0,Classroom,Sunday,9 :00- 9:45,,available
Building 26,G.13,25.0,Classroom,Sunday,9:45- 10:30,,available
Building 26,G.13,25.0,Classroom,Sunday,10:45- 11:30,,available
Building 26,G.13,25.0,Classroom,Sunday,11:30- 12:15,,available
Building 26,G.13,25.0,Classroom,Sunday,12:30- 1:15,,available
Building 26,G.13,25.0,Classroom,Sunday,1:15- 2:00,,available
Building 26,G.13,25.0,Classroom,Sunday,2:15 - 3:00,,available
Building 26,G.13,25.0,Classroom,Sunday,3:00- 3:45,,available
Building 26,G.13,25.0,Classroom,Monday,9 :00- 9:45,,available
Building 26,G.13,25.0,Classroom,Monday,9:45- 10:30,,available
Building 26,G.13,25.0,Classroom,Monday,10:45- 11:30,,available
Building 26,G.13,25.0,Classroom,Monday,11:30- 12:15,,available
Building 26,G.13,25.0,Classroom,Monday,12:30- 1:15,,available
Building 26,G.13,25.0,Classroom,Monday,1:15- 2:00,,available
Building 26,G.13,25.0,Classroom,Monday,2:15 - 3:00,,available
Building 26,G.13,25.0,Classroom,Monday,3:00- 3:45,,available
Building 26,G.13,25.0,Classroom,Tuesday,9 :00- 9:45,,available
Building 26,G.13,25.0,Classroom,Tuesday,9:45- 10:30,,available
Building 26,G.13,25.0,Classroom,Tuesday,10:45- 11:30,,available
Building 26,G.13,25.0,Classroom,Tuesday,11:30- 12:15,,available
Building 26,G.13,25.0,Classroom,Tuesday,12:30- 1:15,,available
Building 26,G.13,25.0,Classroom,Tuesday,1:15- 2:00,,available
Building 26,G.13,25.0,Classroom,Tuesday,2:15 - 3:00,,available
Building 26,G.13,25.0,Classroom,Tuesday,3:00- 3:45,,available
Building 26,G.13,25.0,Classroom,Wednesday,9 :00- 9:45,,available
Building 26,G.13,25.0,Classroom,Wednesday,9:45- 10:30,,available
Building 26,G.13,25.0,Classroom,Wednesday,10:45- 11:30,,available
Building 26,G.13,25.0,Classroom,Wednesday,11:30- 12:15,,available
Building 26,G.13,25.0,Classroom,Wednesday,12:30- 1:15,,available
Building 26,G.13,25.0,Classroom,Wednesday,1:15- 2:00,,available
Building 26,G.13,25.0,Classroom,Wednesday,2:15 - 3:00,,available
Building 26,G.13,25.0,Classroom,Wednesday,3:00- 3:45,,available
Building 26,G.13,25.0,Classroom,Thursday,9 :00- 9:45,,available
Building 26,G.13,25.0,Classroom,Thursday,9:45- 10:30,,available
Building 26,G.13,25.0,Classroom,Thursday,10:45- 11:30,,available
Building 26,G.13,25.0,Classroom,Thursday,11:30- 12:15,,available
Building 26,G.13,25.0,Classroom,Thursday,12:30- 1:15,,available
Building 26,G.13,25.0,Classroom,Thursday,1:15- 2:00,,available
Building 26,G.13,25.0,Classroom,Thursday,2:15 - 3:00,,available
Building 26,G.13,25.0,Classroom,Thursday,3:00- 3:45,,available
Building 26,G.14,50.0,Classroom,Sunday,9 :00- 9:45,,available
Building 26,G.14,50.0,Classroom,Sunday,9:45- 10:30,,available
Building 26,G.14,50.0,Classroom,Sunday,10:45- 11:30,,available
Building 26,G.14,50.0,Classroom,Sunday,11:30- 12:15,,available
Building 26,G.14,50.0,Classroom,Sunday,12:30- 1:15,,available
Building 26,G.14,50.0,Classroom,Sunday,1:15- 2:00,,available
Building 26,G.14,50.0,Classroom,Sunday,2:15 - 3:00,,available
Building 26,G.14,50.0,Classroom,Sunday,3:00- 3:45,,available
Building 26,G.14,50.0,Classroom,Monday,9 :00- 9:45,,available
Building 26,G.14,50.0,Classroom,Monday,9:45- 10:30,,available
Building 26,G.14,50.0,Classroom,Monday,10:45- 11:30,,available
Building 26,G.14,50.0,Classroom,Monday,11:30- 12:15,,available
Building 26,G.14,50.0,Classroom,Monday,12:30- 1:15,,available
Building 26,G.14,50.0,Classroom,Monday,1:15- 2:00,,available
Building 26,G.14,50.0,Classroom,Monday,2:15 - 3:00,,available
Building 26,G.14,50.0,Classroom,Monday,3:00- 3:45,,available
Building 26,G.14,50.0,Classroom,Tuesday,9 :00- 9:45,,available
Building 26,G.14,50.0,Classroom,Tuesday,9:45- 10:30,,available
Building 26,G.14,50.0,Classroom,Tuesday,10:45- 11:30,,available
Building 26,G.14,50.0,Classroom,Tuesday,11:30- 12:15,,available
Building 26,G.14,50.0,Classroom,Tuesday,12:30- 1:15,,available
Building 26,G.14,50.0,Classroom,Tuesday,1:15- 2:00,,available
Building 26,G.14,50.0,Classroom,Tuesday,2:15 - 3:00,,available
Building 26,G.14,50.0,Classroom,Tuesday,3:00- 3:45,,available
Building 26,G.14,50.0,Classroom,Wednesday,9 :00- 9:45,,available
Building 26,G.14,50.0,Classroom,Wednesday,9:45- 10:30,,available
Building 26,G.14,50.0,Classroom,Wednesday,10:45- 11:30,,available
Building 26,G.14,50.0,Classroom,Wednesday,11:30- 12:15,,available
Building 26,G.14,50.0,Classroom,Wednesday,12:30- 1:15,,available
Building 26,G.14,50.0,Classroom,Wednesday,1:15- 2:00,,available
Building 26,G.14,50.0,Classroom,Wednesday,2:15 - 3:00,,available
Building 26,G.14,50.0,Classroom,Wednesday,3:00- 3:45,,available
Building 26,G.14,50.0,Classroom,Thursday,9 :00- 9:45,,available
Building 26,G.14,50.0,Classroom,Thursday,9:45- 10:30,,available
Building 26,G.14,50.0,Classroom,Thursday,10:45- 11:30,,available
Building 26,G.14,50.0,Classroom,Thursday,11:30- 12:15,,available
Building 26,G.14,50.0,Classroom,Thursday,12:30- 1:15,,available
Building 26,G.14,50.0,Classroom,Thursday,1:15- 2:00,,available
Building 26,G.14,50.0,Classroom,Thursday,2:15 - 3:00,,available
Building 26,G.14,50.0,Classroom,Thursday,3:00- 3:45,,available
Building 26,G.18,25.0,Classroom,Sunday,9 :00- 9:45,,available
Building 26,G.18,25.0,Classroom,Sunday,9:45- 10:30,,available
Building 26,G.18,25.0,Classroom,Sunday,10:45- 11:30,,available
Building 26,G.18,25.0,Classroom,Sunday,11:30- 12:15,,available
Building 26,G.18,25.0,Classroom,Sunday,12:30- 1:15,,available
Building 26,G.18,25.0,Classroom,Sunday,1:15- 2:00,,available
Building 26,G.18,25.0,Classroom,Sunday,2:15 - 3:00,,available
Building 26,G.18,25.0,Classroom,Sunday,3:00- 3:45,,available
Building 26,G.18,25.0,Classroom,Monday,9 :00- 9:45,,available
Building 26,G.18,25.0,Classroom,Monday,9:45- 10:30,,available
Building 26,G.18,25.0,Classroom,Monday,10:45- 11:30,,available
Building 26,G.18,25.0,Classroom,Monday,11:30- 12:15,,available
Building 26,G.18,25.0,Classroom,Monday,12:30- 1:15,,available
Building 26,G.18,25.0,Classroom,Monday,1:15- 2:00,,available
Building 26,G.18,25.0,Classroom,Monday,2:15 - 3:00,,available
Building 26,G.18,25.0,Classroom,Monday,3:00- 3:45,,available
Building 26,G.18,25.0,Classroom,Tuesday,9 :00- 9:45,,available
Building 26,G.18,25.0,Classroom,Tuesday,9:45- 10:30,,available
Building 26,G.18,25.0,Classroom,Tuesday,10:45- 11:30,,available
Building 26,G.18,25.0,Classroom,Tuesday,11:30- 12:15,,available
Building 26,G.18,25.0,Classroom,Tuesday,12:30- 1:15,,available
Building 26,G.18,25.0,Classroom,Tuesday,1:15- 2:00,,available
Building 26,G.18,25.0,Classroom,Tuesday,2:15 - 3:00,,available
Building 26,G.18,25.0,Classroom,Tuesday,3:00- 3:45,,available
Building 26,G.18,25.0,Classroom,Wednesday,9 :00- 9:45,,available
Building 26,G.18,25.0,Classroom,Wednesday,9:45- 10:30,,available
Building 26,G.18,25.0,Classroom,Wednesday,10:45- 11:30,,available
Building 26,G.18,25.0,Classroom,Wednesday,11:30- 12:15,,available
Building 26,G.18,25.0,Classroom,Wednesday,12:30- 1:15,,available
Building 26,G.18,25.0,Classroom,Wednesday,1:15- 2:00,,available
Building 26,G.18,25.0,Classroom,Wednesday,2:15 - 3:00,,available
Building 26,G.18,25.0,Classroom,Wednesday,3:00- 3:45,,available
Building 26,G.18,25.0,Classroom,Thursday,9 :00- 9:45,,available
Building 26,G.18,25.0,Classroom,Thursday,9:45- 10:30,,available
Building 26,G.18,25.0,Classroom,Thursday,10:45- 11:30,,available
Building 26,G.18,25.0,Classroom,Thursday,11:30- 12:15,,available
Building 26,G.18,25.0,Classroom,Thursday,12:30- 1:15,,available
Building 26,G.18,25.0,Classroom,Thursday,1:15- 2:00,,available
Building 26,G.18,25.0,Classroom,Thursday,2:15 - 3:00,,available
Building 26,G.18,25.0,Classroom,Thursday,3:00- 3:45,,available
Building 26,G.19,50.0,Drawing Studio,Sunday,9 :00- 9:45,,available
Building 26,G.19,50.0,Drawing Studio,Sunday,9:45- 10:30,,available
Building 26,G.19,50.0,Drawing Studio,Sunday,10:45- 11:30,,available
Building 26,G.19,50.0,Drawing Studio,Sunday,11:30- 12:15,,available
Building 26,G.19,50.0,Drawing Studio,Sunday,12:30- 1:15,,available
Building 26,G.19,50.0,Drawing Studio,Sunday,1:15- 2:00,,available
Building 26,G.19,50.0,Drawing Studio,Sunday,2:15 - 3:00,,available
Building 26,G.19,50.0,Drawing Studio,Sunday,3:00- 3:45,,available
Building 26,G.19,50.0,Drawing Studio,Monday,9 :00- 9:45,,available
Building 26,G.19,50.0,Drawing Studio,Monday,9:45- 10:30,,available
Building 26,G.19,50.0,Drawing Studio,Monday,10:45- 11:30,,available
Building 26,G.19,50.0,Drawing Studio,Monday,11:30- 12:15,,available
Building 26,G.19,50.0,Drawing Studio,Monday,12:30- 1:15,,available
Building 26,G.19,50.0,Drawing Studio,Monday,1:15- 2:00,,available
Building 26,G.19,50.0,Drawing Studio,Monday,2:15 - 3:00,,available
Building 26,G.19,50.0,Drawing Studio,Monday,3:00- 3:45,,available
Building 26,G.19,50.0,Drawing Studio,Tuesday,9 :00- 9:45,,available
Building 26,G.19,50.0,Drawing Studio,Tuesday,9:45- 10:30,,available
Building 26,G.19,50.0,Drawing Studio,Tuesday,10:45- 11:30,,available
Building 26,G.19,50.0,Drawing Studio,Tuesday,11:30- 12:15,,available
Building 26,G.19,50.0,Drawing Studio,Tuesday,12:30- 1:15,,available
Building 26,G.19,50.0,Drawing Studio,Tuesday,1:15- 2:00,,available
Building 26,G.19,50.0,Drawing Studio,Tuesday,2:15 - 3:00,,available
Building 26,G.19,50.0,Drawing Studio,Tuesday,3:00- 3:45,,available
Building 26,G.19,50.0,Drawing Studio,Wednesday,9 :00- 9:45,,available
Building 26,G.19,50.0,Drawing Studio,Wednesday,9:45- 10:30,,available
Building 26,G.19,50.0,Drawing Studio,Wednesday,10:45- 11:30,,available
Building 26,G.19,50.0,Drawing Studio,Wednesday,11:30- 12:15,,available
Building 26,G.19,50.0,Drawing Studio,Wednesday,12:30- 1:15,,available
Building 26,G.19,50.0,Drawing Studio,Wednesday,1:15- 2:00,,available
Building 26,G.19,50.0,Drawing Studio,Wednesday,2:15 - 3:00,,available
Building 26,G.19,50.0,Drawing Studio,Wednesday,3:00- 3:45,,available
Building 26,G.19,50.0,Drawing Studio,Thursday,9 :00- 9:45,,available
Building 26,G.19,50.0,Drawing Studio,Thursday,9:45- 10:30,,available
Building 26,G.19,50.0,Drawing Studio,Thursday,10:45- 11:30,,available
Building 26,G.19,50.0,Drawing Studio,Thursday,11:30- 12:15,,available
Building 26,G.19,50.0,Drawing Studio,Thursday,12:30- 1:15,,available
Building 26,G.19,50.0,Drawing Studio,Thursday,1:15- 2:00,,available
Building 26,G.19,50.0,Drawing Studio,Thursday,2:15 - 3:00,,available
Building 26,G.19,50.0,Drawing Studio,Thursday,3:00- 3:45,,available
Building 26,G.20,25.0,Classroom,Sunday,9 :00- 9:45,,available
Building 26,G.20,25.0,Classroom,Sunday,9:45- 10:30,,available
Building 26,G.20,25.0,Classroom,Sunday,10:45- 11:30,,available
Building 26,G.20,25.0,Classroom,Sunday,11:30- 12:15,,available
Building 26,G.20,25.0,Classroom,Sunday,12:30- 1:15,,available
Building 26,G.20,25.0,Classroom,Sunday,1:15- 2:00,,available
Building 26,G.20,25.0,Classroom,Sunday,2:15 - 3:00,,available
Building 26,G.20,25.0,Classroom,Sunday,3:00- 3:45,,available
Building 26,G.20,25.0,Classroom,Monday,9 :00- 9:45,,available
Building 26,G.20,25.0,Classroom,Monday,9:45- 10:30,,available
Building 26,G.20,25.0,Classroom,Monday,10:45- 11:30,,available
Building 26,G.20,25.0,Classroom,Monday,11:30- 12:15,,available
Building 26,G.20,25.0,Classroom,Monday,12:30- 1:15,,available
Building 26,G.20,25.0,Classroom,Monday,1:15- 2:00,,available
Building 26,G.20,25.0,Classroom,Monday,2:15 - 3:00,,available
Building 26,G.20,25.0,Classroom,Monday,3:00- 3:45,,available
Building 26,G.20,25.0,Classroom,Tuesday,9 :00- 9:45,,available
Building 26,G.20,25.0,Classroom,Tuesday,9:45- 10:30,,available
Building 26,G.20,25.0,Classroom,Tuesday,10:45- 11:30,,available
Building 26,G.20,25.0,Classroom,Tuesday,11:30- 12:15,,available
Building 26,G.20,25.0,Classroom,Tuesday,12:30- 1:15,,available
Building 26,G.20,25.0,Classroom,Tuesday,1:15- 2:00,,available
Building 26,G.20,25.0,Classroom,Tuesday,2:15 - 3:00,,available
Building 26,G.20,25.0,Classroom,Tuesday,3:00- 3:45,,available
Building 26,G.20,25.0,Classroom,Wednesday,9 :00- 9:45,,available
Building 26,G.20,25.0,Classroom,Wednesday,9:45- 10:30,,available
Building 26,G.20,25.0,Classroom,Wednesday,10:45- 11:30,,available
Building 26,G.20,25.0,Classroom,Wednesday,11:30- 12:15,,available
Building 26,G.20,25.0,Classroom,Wednesday,12:30- 1:15,,available
Building 26,G.20,25.0,Classroom,Wednesday,1:15- 2:00,,available
Building 26,G.20,25.0,Classroom,Wednesday,2:15 - 3:00,,available
Building 26,G.20,25.0,Classroom,Wednesday,3:00- 3:45,,available
Building 26,G.20,25.0,Classroom,Thursday,9 :00- 9:45,,available
Building 26,G.20,25.0,Classroom,Thursday,9:45- 10:30,,available
Building 26,G.20,25.0,Classroom,Thursday,10:45- 11:30,,available
Building 26,G.20,25.0,Classroom,Thursday,11:30- 12:15,,available
Building 26,G.20,25.0,Classroom,Thursday,12:30- 1:15,,available
Building 26,G.20,25.0,Classroom,Thursday,1:15- 2:00,,available
Building 26,G.20,25.0,Classroom,Thursday,2:15 - 3:00,,available
Building 26,G.20,25.0,Classroom,Thursday,3:00- 3:45,,available
Building 26,G.21,75.0,Classroom,Sunday,9 :00- 9:45,,available
Building 26,G.21,75.0,Classroom,Sunday,9:45- 10:30,,available
Building 26,G.21,75.0,Classroom,Sunday,10:45- 11:30,,available
Building 26,G.21,75.0,Classroom,Sunday,11:30- 12:15,,available
Building 26,G.21,75.0,Classroom,Sunday,12:30- 1:15,,available
Building 26,G.21,75.0,Classroom,Sunday,1:15- 2:00,,available
Building 26,G.21,75.0,Classroom,Sunday,2:15 - 3:00,,available
Building 26,G.21,75.0,Classroom,Sunday,3:00- 3:45,,available
Building 26,G.21,75.0,Classroom,Monday,9 :00- 9:45,,available
Building 26,G.21,75.0,Classroom,Monday,9:45- 10:30,,available
Building 26,G.21,75.0,Classroom,Monday,10:45- 11:30,,available
Building 26,G.21,75.0,Classroom,Monday,11:30- 12:15,,available
Building 26,G.21,75.0,Classroom,Monday,12:30- 1:15,,available
Building 26,G.21,75.0,Classroom,Monday,1:15- 2:00,,available
Building 26,G.21,75.0,Classroom,Monday,2:15 - 3:00,,available
Building 26,G.21,75.0,Classroom,Monday,3:00- 3:45,,available
Building 26,G.21,75.0,Classroom,Tuesday,9 :00- 9:45,,available
Building 26,G.21,75.0,Classroom,Tuesday,9:45- 10:30,,available
Building 26,G.21,75.0,Classroom,Tuesday,10:45- 11:30,,available
Building 26,G.21,75.0,Classroom,Tuesday,11:30- 12:15,,available
Building 26,G.21,75.0,Classroom,Tuesday,12:30- 1:15,,available
Building 26,G.21,75.0,Classroom,Tuesday,1:15- 2:00,,available
Building 26,G.21,75.0,Classroom,Tuesday,2:15 - 3:00,,available
Building 26,G.21,75.0,Classroom,Tuesday,3:00- 3:45,,available
Building 26,G.21,75.0,Classroom,Wednesday,9 :00- 9:45,,available
Building 26,G.21,75.0,Classroom,Wednesday,9:45- 10:30,,available
Building 26,G.21,75.0,Classroom,Wednesday,10:45- 11:30,,available
Building 26,G.21,75.0,Classroom,Wednesday,11:30- 12:15,,available
Building 26,G.21,75.0,Classroom,Wednesday,12:30- 1:15,,available
Building 26,G.21,75.0,Classroom,Wednesday,1:15- 2:00,,available
Building 26,G.21,75.0,Classroom,Wednesday,2:15 - 3:00,,available
Building 26,G.21,75.0,Classroom,Wednesday,3:00- 3:45,,available
Building 26,G.21,75.0,Classroom,Thursday,9 :00- 9:45,,available
Building 26,G.21,75.0,Classroom,Thursday,9:45- 10:30,,available
Building 26,G.21,75.0,Classroom,Thursday,10:45- 11:30,,available
Building 26,G.21,75.0,Classroom,Thursday,11:30- 12:15,,available
Building 26,G.21,75.0,Classroom,Thursday,12:30- 1:15,,available
Building 26,G.21,75.0,Classroom,Thursday,1:15- 2:00,,available
Building 26,G.21,75.0,Classroom,Thursday,2:15 - 3:00,,available
Building 26,G.21,75.0,Classroom,Thursday,3:00- 3:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Sunday,9 :00- 9:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Sunday,9:45- 10:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Sunday,10:45- 11:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Sunday,11:30- 12:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Sunday,12:30- 1:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Sunday,1:15- 2:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Sunday,2:15 - 3:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Sunday,3:00- 3:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Monday,9 :00- 9:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Monday,9:45- 10:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Monday,10:45- 11:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Monday,11:30- 12:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Monday,12:30- 1:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Monday,1:15- 2:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Monday,2:15 - 3:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Monday,3:00- 3:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Tuesday,9 :00- 9:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Tuesday,9:45- 10:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Tuesday,10:45- 11:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Tuesday,11:30- 12:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Tuesday,12:30- 1:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Tuesday,1:15- 2:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Tuesday,2:15 - 3:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Tuesday,3:00- 3:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Wednesday,9 :00- 9:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Wednesday,9:45- 10:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Wednesday,10:45- 11:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Wednesday,11:30- 12:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Wednesday,12:30- 1:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Wednesday,1:15- 2:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Wednesday,2:15 - 3:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Wednesday,3:00- 3:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Thursday,9 :00- 9:45,,available
CoE,F1.12,50.0,FoE Drawing Lab,Thursday,9:45- 10:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Thursday,10:45- 11:30,,available
CoE,F1.12,50.0,FoE Drawing Lab,Thursday,11:30- 12:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Thursday,12:30- 1:15,,available
CoE,F1.12,50.0,FoE Drawing Lab,Thursday,1:15- 2:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Thursday,2:15 - 3:00,,available
CoE,F1.12,50.0,FoE Drawing Lab,Thursday,3:00- 3:45,,available
Hall - Blue,Hall,150.0,Hall,Sunday,9 :00- 9:45,,available
Hall - Blue,Hall,150.0,Hall,Sunday,9:45- 10:30,,available
Hall - Blue,Hall,150.0,Hall,Sunday,10:45- 11:30,,available
Hall - Blue,Hall,150.0,Hall,Sunday,11:30- 12:15,,available
Hall - Blue,Hall,150.0,Hall,Sunday,12:30- 1:15,,available
Hall - Blue,Hall,150.0,Hall,Sunday,1:15- 2:00,,available
Hall - Blue,Hall,150.0,Hall,Sunday,2:15 - 3:00,,available
Hall - Blue,Hall,150.0,Hall,Sunday,3:00- 3:45,,available
Hall - Blue,Hall,150.0,Hall,Monday,9 :00- 9:45,,available
Hall - Blue,Hall,150.0,Hall,Monday,9:45- 10:30,,available
Hall - Blue,Hall,150.0,Hall,Monday,10:45- 11:30,,available
Hall - Blue,Hall,150.0,Hall,Monday,11:30- 12:15,,available
Hall - Blue,Hall,150.0,Hall,Monday,12:30- 1:15,,available
Hall - Blue,Hall,150.0,Hall,Monday,1:15- 2:00,,available
Hall - Blue,Hall,150.0,Hall,Monday,2:15 - 3:00,,available
Hall - Blue,Hall,150.0,Hall,Monday,3:00- 3:45,,available
Hall - Blue,Hall,150.0,Hall,Tuesday,9 :00- 9:45,,available
Hall - Blue,Hall,150.0,Hall,Tuesday,9:45- 10:30,,available
Hall - Blue,Hall,150.0,Hall,Tuesday,10:45- 11:30,,available
Hall - Blue,Hall,150.0,Hall,Tuesday,11:30- 12:15,,available
Hall - Blue,Hall,150.0,Hall,Tuesday,12:30- 1:15,,available
Hall - Blue,Hall,150.0,Hall,Tuesday,1:15- 2:00,,available
Hall - Blue,Hall,150.0,Hall,Tuesday,2:15 - 3:00,,available
Hall - Blue,Hall,150.0,Hall,Tuesday,3:00- 3:45,,available
Hall - Blue,Hall,150.0,Hall,Wednesday,9 :00- 9:45,,available
Hall - Blue,Hall,150.0,Hall,Wednesday,9:45- 10:30,,available
Hall - Blue,Hall,150.0,Hall,Wednesday,10:45- 11:30,,available
Hall - Blue,Hall,150.0,Hall,Wednesday,11:30- 12:15,,available
Hall - Blue,Hall,150.0,Hall,Wednesday,12:30- 1:15,,available
Hall - Blue,Hall,150.0,Hall,Wednesday,1:15- 2:00,,available
Hall - Blue,Hall,150.0,Hall,Wednesday,2:15 - 3:00,,available
Hall - Blue,Hall,150.0,Hall,Wednesday,3:00- 3:45,,available
Hall - Blue,Hall,150.0,Hall,Thursday,9 :00- 9:45,,available
Hall - Blue,Hall,150.0,Hall,Thursday,9:45- 10:30,,available
Hall - Blue,Hall,150.0,Hall,Thursday,10:45- 11:30,,available
Hall - Blue,Hall,150.0,Hall,Thursday,11:30- 12:15,,available
Hall - Blue,Hall,150.0,Hall,Thursday,12:30- 1:15,,available
Hall - Blue,Hall,150.0,Hall,Thursday,1:15- 2:00,,available
Hall - Blue,Hall,150.0,Hall,Thursday,2:15 - 3:00,,available
Hall - Blue,Hall,150.0,Hall,Thursday,3:00- 3:45,,available
Hall - Green,Hall,150.0,Hall,Sunday,9 :00- 9:45,,available
Hall - Green,Hall,150.0,Hall,Sunday,9:45- 10:30,,available
Hall - Green,Hall,150.0,Hall,Sunday,10:45- 11:30,,available
Hall - Green,Hall,150.0,Hall,Sunday,11:30- 12:15,,available
Hall - Green,Hall,150.0,Hall,Sunday,12:30- 1:15,,available
Hall - Green,Hall,150.0,Hall,Sunday,1:15- 2:00,,available
Hall - Green,Hall,150.0,Hall,Sunday,2:15 - 3:00,,available
